,name,games,receptions,yards,yds_per_ctch,yds_per_game,yac,td,long_ctch,recs_ovr_25,100yd_gms,targets,drops,ctch_pct,fumbles,fumbles_lost,first_down_ctchs,first_down_ctchpct,season,team
6981,Denard Robinson,16,0,0,-,0.0,0,0,0,0,0,1,1,0.0%,0,0,0,-,2013,JAX
6982,Kyle Juszczyk,16,0,0,-,0.0,0,0,0,0,0,1,0,0.0%,0,0,0,-,2013,BAL
6983,Deji Karim,7,1,-1,-1.0,-0.1,3,0,-1,0,0,2,0,50.0%,0,0,0,0.0%,2013,HOU
6984,Kyle Long,16,1,-1,-1.0,-0.1,-4,0,-1,0,0,1,0,100.0%,1,1,0,0.0%,2013,CHI
6985,Michael Vick,7,0,-2,-,-0.3,0,0,-2,0,0,0,0,-,0,0,0,-,2013,PHI
6986,Alex Smith,15,1,-4,-4.0,-0.3,0,0,-4,0,0,1,0,100.0%,0,0,0,0.0%,2013,KC
6987,Josh Vaughan,6,1,-5,-5.0,-0.8,0,0,-5,0,0,1,0,100.0%,0,0,0,0.0%,2013,ATL
6988,Vick Ballard,1,1,-5,-5.0,-5.0,0,0,-5,0,0,2,0,50.0%,0,0,0,0.0%,2013,IND
6989,Le McClain,16,2,-7,-3.5,-0.4,7,0,7,0,0,3,0,66.7%,0,0,0,0.0%,2013,SD
6990,Philip Rivers,16,0,-9,-,-0.6,0,0,-9,0,0,0,0,-,0,0,0,-,2013,SD
6991,Antonio Brown,16,129,1698,13.2,106.1,632,13,63,14,8,181,5,71.3%,1,1,85,65.9%,2014,PIT
6992,Demaryius Thomas,16,111,1619,14.6,101.2,680,11,86,15,10,184,10,60.3%,0,0,69,62.2%,2014,DEN
6993,Julio Jones,15,104,1593,15.3,106.2,565,6,79,11,7,163,5,63.8%,2,1,76,73.1%,2014,ATL
6994,Jordy Nelson,16,98,1519,15.5,94.9,539,13,80,12,7,151,4,64.9%,0,0,71,72.4%,2014,GB
6995,Emmanuel Sanders,16,101,1404,13.9,87.8,392,9,48,16,7,141,0,71.6%,1,0,69,68.3%,2014,DEN
6996,"Hilton, T",15,82,1345,16.4,89.7,372,7,73,17,6,131,7,62.6%,3,1,63,76.8%,2014,IND
6997,Golden Tate,16,99,1331,13.4,83.2,720,4,73,12,5,144,2,68.8%,1,0,58,58.6%,2014,DET
6998,Dez Bryant,16,88,1320,15.0,82.5,434,16,68,11,4,137,5,64.2%,0,0,60,68.2%,2014,DAL
6999,Jeremy Maclin,16,85,1318,15.5,82.4,522,10,72,12,4,143,2,59.4%,0,0,56,65.9%,2014,PHI
7000,,12,91,1305,14.3,108.8,517,12,80,11,7,130,2,70.0%,0,0,57,62.6%,2014,NYG
7001,Randall Cobb,16,91,1287,14.1,80.4,618,12,70,12,5,127,6,71.7%,1,1,71,78.0%,2014,GB
7002,DeAndre Hopkins,16,76,1210,15.9,75.6,387,6,76,12,4,127,4,59.8%,2,1,57,75.0%,2014,HOU
7003,DeSean Jackson,15,56,1169,20.9,77.9,482,6,81,15,6,95,3,58.9%,0,0,35,62.5%,2014,WSH
7004,Alshon Jeffery,16,85,1133,13.3,70.8,498,10,74,12,3,145,5,58.6%,0,0,60,70.6%,2014,CHI
7005,Rob Gronkowski,15,82,1124,13.7,74.9,481,12,46,10,3,131,7,62.6%,0,0,60,73.2%,2014,NE
7006,Calvin Johnson,13,71,1077,15.2,82.8,251,8,67,7,5,128,3,55.5%,0,0,59,83.1%,2014,DET
7007,,16,79,1065,13.5,66.6,374,6,80,9,4,134,10,59.0%,2,1,45,57.0%,2014,BAL
7008,Anquan Boldin,16,83,1062,12.8,66.4,420,5,76,8,1,131,7,63.4%,0,0,56,67.5%,2014,SF
7009,Mike Evans,15,68,1051,15.5,70.1,181,12,56,13,3,123,4,55.3%,0,0,46,67.6%,2014,TB
7010,"Green, A",13,69,1041,15.1,80.1,351,6,81,6,5,116,2,59.5%,2,2,46,66.7%,2014,CIN
7011,Greg Olsen,16,84,1008,12.0,63.0,371,6,38,3,3,123,2,68.3%,1,0,56,66.7%,2014,CAR
7012,Kelvin Benjamin,16,73,1008,13.8,63.0,182,9,51,7,3,145,10,50.3%,1,1,51,69.9%,2014,CAR
7013,Vincent Jackson,16,70,1002,14.3,62.6,158,2,50,8,3,142,4,49.3%,1,1,50,71.4%,2014,TB
7014,Sammy Watkins,16,65,982,15.1,61.4,349,6,84,10,4,128,4,50.8%,1,1,47,72.3%,2014,BUF
7015,Julian Edelman,14,92,972,10.6,69.4,450,4,69,5,1,134,8,68.7%,2,0,49,53.3%,2014,NE
7016,Eric Decker,15,74,962,13.0,64.1,342,5,74,8,2,114,3,64.9%,0,0,47,63.5%,2014,NYJ
7017,Brandon LaFell,16,74,953,12.9,59.6,382,7,56,5,2,119,2,62.2%,1,1,50,67.6%,2014,NE
7018,Rueben Randle,16,71,938,13.2,58.6,252,3,49,7,3,127,4,55.9%,0,0,48,67.6%,2014,NYG
7019,Andre Johnson,15,85,936,11.0,62.4,391,3,35,4,1,147,4,57.8%,3,3,49,57.6%,2014,HOU
7020,Kenny Stills,15,63,931,14.8,62.1,192,3,69,7,2,84,4,75.0%,1,0,47,74.6%,2014,NO
7021,Roddy White,14,80,921,11.5,65.8,205,7,39,3,2,125,6,64.0%,3,1,54,67.5%,2014,ATL
7022,Martellus Bennett,16,90,916,10.2,57.3,478,6,37,6,2,128,7,70.3%,0,0,43,47.8%,2014,CHI
7023,Marques Colston,16,59,902,15.3,56.4,309,5,57,7,2,99,7,59.6%,1,1,45,76.3%,2014,NO
7024,Delanie Walker,15,63,890,14.1,59.3,387,4,68,8,2,106,4,59.4%,2,0,34,54.0%,2014,TEN
7025,Jimmy Graham,16,85,889,10.5,55.6,296,10,29,3,1,124,8,68.5%,2,2,54,63.5%,2014,NO
7026,Jordan Matthews,16,67,872,13.0,54.5,416,8,44,8,3,103,6,65.0%,0,0,42,62.7%,2014,PHI
7027,Mike Wallace,16,67,862,12.9,53.9,249,10,50,8,1,115,4,58.3%,1,1,47,70.1%,2014,MIA
7028,Travis Kelce,16,67,862,12.9,53.9,512,5,34,6,1,87,5,77.0%,4,3,45,67.2%,2014,KC
7029,Malcom Floyd,16,52,856,16.5,53.5,151,6,59,9,1,92,2,56.5%,0,0,39,75.0%,2014,SD
7030,Le Bell,16,83,854,10.3,53.4,841,3,48,8,1,105,3,79.0%,0,0,41,49.4%,2014,PIT
7031,Michael Floyd,16,47,841,17.9,52.6,128,6,63,11,3,99,4,47.5%,3,1,34,72.3%,2014,ARZ
7032,Doug Baldwin,16,66,825,12.5,51.6,357,3,49,5,2,98,3,67.3%,0,0,42,63.6%,2014,SEA
7033,Andrew Hawkins,15,63,824,13.1,54.9,407,2,65,8,1,112,3,56.3%,0,0,44,69.8%,2014,CLE
7034,Antonio Gates,16,69,821,11.9,51.3,275,12,34,6,0,98,1,70.4%,1,0,44,63.8%,2014,SD
7035,Matt Forte,16,102,808,7.9,50.5,837,4,56,4,1,130,4,78.5%,1,1,28,27.5%,2014,CHI
7036,Mohamed Sanu,16,56,790,14.1,49.4,338,5,76,8,2,98,9,57.1%,0,0,37,66.1%,2014,CIN
7037,Larry Fitzgerald,14,63,784,12.4,56.0,352,2,80,4,2,104,0,60.6%,1,1,39,61.9%,2014,ARZ
7038,Keenan Allen,14,77,783,10.2,55.9,327,4,35,2,3,122,1,63.1%,1,1,41,53.2%,2014,SD
7039,Reggie Wayne,15,64,779,12.2,51.9,277,2,80,5,1,116,9,55.2%,1,1,40,62.5%,2014,IND
7040,Eddie Royal,16,62,778,12.6,48.6,376,7,47,6,1,91,4,68.1%,1,1,39,62.9%,2014,SD
7041,Coby Fleener,16,51,774,15.2,48.4,305,8,73,6,2,92,5,55.4%,0,0,40,78.4%,2014,IND
7042,Torrey Smith,16,49,767,15.7,47.9,178,11,53,7,0,92,6,53.3%,0,0,38,77.6%,2014,BAL
7043,Heath Miller,16,66,761,11.5,47.6,349,3,49,5,1,91,5,72.5%,1,1,42,63.6%,2014,PIT
7044,Jarvis Landry,16,84,758,9.0,47.4,463,5,25,2,0,112,2,75.0%,1,0,48,57.1%,2014,MIA
7045,Dwayne Bowe,15,60,754,12.6,50.3,247,0,37,3,0,95,7,63.2%,2,0,42,70.0%,2014,KC
7046,Pierre Garcon,16,68,752,11.1,47.0,349,3,70,3,1,105,0,64.8%,0,0,32,47.1%,2014,WSH
7047,Kenny Britt,16,48,748,15.6,46.8,173,3,63,9,2,84,2,57.1%,0,0,33,68.8%,2014,STL
7048,Greg Jennings,16,59,742,12.6,46.4,210,6,38,5,0,92,3,64.1%,1,0,40,67.8%,2014,MIN
7049,Brandon Marshall,13,61,721,11.8,55.5,240,8,47,4,2,106,4,57.5%,1,1,41,67.2%,2014,CHI
7050,Kendall Wright,14,57,715,12.5,51.1,379,6,48,7,1,93,0,61.3%,1,1,33,57.9%,2014,TEN
7051,Jason Witten,16,64,703,11.0,43.9,244,5,34,3,0,90,2,71.1%,0,0,48,75.0%,2014,DAL
7052,Zach Ertz,16,58,702,12.1,43.9,249,3,35,5,1,89,3,65.2%,1,1,42,72.4%,2014,PHI
7053,Robert Woods,16,65,699,10.8,43.7,215,5,37,8,1,104,5,62.5%,1,1,35,53.8%,2014,BUF
7054,Michael Crabtree,16,68,698,10.3,43.6,270,4,51,6,0,108,7,63.0%,0,0,35,51.5%,2014,SF
7055,John Brown,16,48,696,14.5,43.5,192,5,75,6,1,103,2,46.6%,0,0,31,64.6%,2014,ARZ
7056,Andre Holmes,16,47,693,14.7,43.3,205,4,77,7,1,98,6,48.0%,0,0,32,68.1%,2014,OAK
7057,Allen Hurns,16,51,677,13.3,42.3,221,6,63,7,2,97,6,52.6%,0,0,26,51.0%,2014,JAX
7058,James Jones,16,73,666,9.1,41.6,245,6,42,5,1,112,5,65.2%,3,1,40,54.8%,2014,OAK
7059,Nate Washington,16,40,647,16.2,40.4,155,2,80,5,1,72,5,55.6%,0,0,26,65.0%,2014,TEN
7060,Markus Wheaton,16,53,644,12.2,40.3,173,2,47,4,0,86,2,61.6%,0,0,33,62.3%,2014,PIT
7061,Jared Cook,16,52,634,12.2,39.6,272,3,59,5,0,99,5,52.5%,0,0,32,61.5%,2014,STL
7062,Larry Donnell,16,63,623,9.9,38.9,228,6,32,2,0,92,2,68.5%,4,4,36,57.1%,2014,NYG
7063,Terrance Williams,16,37,621,16.8,38.8,103,8,51,5,0,65,1,56.9%,0,0,30,81.1%,2014,DAL
7064,Taylor Gabriel,16,36,621,17.3,38.8,270,1,70,6,0,72,2,50.0%,0,0,26,72.2%,2014,CLE
7065,Charles Clay,14,58,605,10.4,43.2,271,3,41,4,1,84,3,69.0%,0,0,31,53.4%,2014,MIA
7066,Jarius Wright,16,42,588,14.0,36.8,335,2,87,6,2,62,4,67.7%,0,0,25,59.5%,2014,MIN
7067,Jerricho Cotchery,15,48,580,12.1,38.7,210,1,47,4,0,78,1,61.5%,0,0,29,60.4%,2014,CAR
7068,Riley Cooper,16,55,577,10.5,36.1,163,3,50,1,0,95,3,57.9%,1,1,25,45.5%,2014,PHI
7069,Miles Austin,12,47,568,12.1,47.3,208,2,31,3,0,72,3,65.3%,0,0,34,72.3%,2014,CLE
7070,Cecil III,13,53,557,10.5,42.8,263,1,53,3,2,110,5,48.2%,1,1,26,49.1%,2014,III
7071,Harry Douglas,12,51,556,10.9,46.3,247,2,41,2,2,74,1,68.9%,0,0,28,54.9%,2014,ATL
7072,Brandin Cooks,10,53,550,10.4,55.0,168,3,50,4,0,69,1,76.8%,0,0,25,47.2%,2014,NO
7073,Martavis Bryant,10,26,549,21.1,54.9,197,8,94,6,2,49,3,53.1%,0,0,16,61.5%,2014,PIT
7074,Allen Robinson,10,48,548,11.4,54.8,164,2,54,4,0,81,1,59.3%,0,0,26,54.2%,2014,JAX
7075,Jermaine Kearse,15,38,537,14.1,35.8,238,1,60,5,0,69,2,55.1%,0,0,21,55.3%,2014,SEA
7076,Mychal Rivera,16,58,534,9.2,33.4,186,4,33,4,1,99,5,58.6%,3,1,29,50.0%,2014,OAK
7077,Owen Daniels,15,48,527,11.0,35.1,186,4,39,3,0,79,3,60.8%,0,0,32,66.7%,2014,BAL
7078,Niles Paul,16,39,507,13.0,31.7,266,1,50,5,0,52,3,75.0%,1,1,20,51.3%,2014,WSH
7079,Devin Hester,16,38,504,13.3,31.5,260,2,46,4,0,59,2,64.4%,1,1,21,55.3%,2014,ATL
7080,Fred Jackson,14,66,501,7.6,35.8,600,1,34,3,0,90,2,73.3%,3,0,25,37.9%,2014,BUF
7081,Justin Hunter,12,28,498,17.8,41.5,188,3,75,5,0,67,4,41.8%,0,0,20,71.4%,2014,TEN
7082,Scott Chandler,16,47,497,10.6,31.1,196,3,37,3,1,70,4,67.1%,0,0,28,59.6%,2014,BUF
7083,Julius Thomas,13,43,489,11.4,37.6,180,12,35,6,1,62,2,69.4%,1,0,30,69.8%,2014,DEN
7084,Percy Harvin,13,51,483,9.5,37.2,269,1,45,5,2,78,4,65.4%,1,0,23,45.1%,2014,
7085,,14,42,477,11.4,34.1,530,2,55,6,0,47,2,89.4%,2,1,16,38.1%,2014,WSH
7086,Charles Johnson,12,31,475,15.3,39.6,172,2,56,3,1,59,0,52.5%,1,0,19,61.3%,2014,MIN
7087,Brian Hartline,16,39,474,12.2,29.6,146,2,35,3,0,63,4,61.9%,1,0,27,69.2%,2014,MIA
7088,Jordan Reed,11,50,465,9.3,42.3,276,0,30,2,1,65,1,76.9%,1,1,23,46.0%,2014,WSH
7089,Wes Welker,14,49,464,9.5,33.1,209,2,39,3,0,64,2,76.6%,0,0,24,49.0%,2014,DEN
7090,Jermaine Gresham,15,62,460,7.4,30.7,269,5,23,0,0,79,2,78.5%,3,0,24,38.7%,2014,CIN
7091,Andre Roberts,16,36,453,12.6,28.3,220,2,61,2,0,73,8,49.3%,1,1,28,77.8%,2014,WSH
7092,Shane Vereen,16,52,447,8.6,27.9,400,3,49,4,0,77,2,67.5%,0,0,24,46.2%,2014,NE
7093,Davante Adams,16,38,446,11.7,27.9,184,3,45,2,1,66,2,57.6%,0,0,23,60.5%,2014,GB
7094,Donte Moncrief,16,32,444,13.9,27.8,220,3,79,5,2,49,2,65.3%,0,0,15,46.9%,2014,IND
7095,Stevie Johnson,13,35,435,12.4,33.5,186,3,32,4,1,50,0,70.0%,0,0,24,68.6%,2014,SF
7096,Stedman Bailey,14,30,435,14.5,31.1,186,1,38,4,1,46,2,65.2%,0,0,19,63.3%,2014,STL
7097,Eddie Lacy,16,42,427,10.2,26.7,459,4,67,3,1,55,1,76.4%,0,0,17,40.5%,2014,GB
7098,Chris Hogan,16,41,426,10.4,26.6,197,4,31,3,0,61,2,67.2%,2,2,20,48.8%,2014,BUF
7099,Jordan Cameron,10,24,424,17.7,42.4,187,2,81,5,1,48,1,50.0%,0,0,13,54.2%,2014,CLE
7100,Marqise Lee,13,37,422,11.4,32.5,177,1,37,4,0,68,5,54.4%,0,0,20,54.1%,2014,JAX
7101,Cole Beasley,16,37,420,11.4,26.3,250,4,45,1,0,49,0,75.5%,2,2,26,70.3%,2014,DAL
7102,Preston Parker,16,36,418,11.6,26.1,121,2,42,3,0,56,4,64.3%,0,0,25,69.4%,2014,NYG
7103,DeMarco Murray,16,57,416,7.3,26.0,499,0,34,1,0,64,1,89.1%,2,2,16,28.1%,2014,DAL
7104,Jeremy Kerley,16,38,409,10.8,25.6,156,1,33,3,0,75,3,50.7%,0,0,20,52.6%,2014,NYJ
7105,Hakeem Nicks,16,38,405,10.7,25.3,135,4,29,3,0,68,2,55.9%,0,0,18,47.4%,2014,IND
7106,Dwayne Allen,13,29,395,13.6,30.4,169,8,41,4,0,50,6,58.0%,1,0,24,82.8%,2014,IND
7107,Andre Ellington,12,46,395,8.6,32.9,375,2,81,2,1,64,6,71.9%,0,0,19,41.3%,2014,ARZ
7108,Darren Sproles,15,40,387,9.7,25.8,422,0,57,2,1,62,4,64.5%,0,0,17,42.5%,2014,PHI
7109,Cordarrelle Patterson,16,33,384,11.6,24.0,166,1,28,3,0,67,2,49.3%,0,0,20,60.6%,2014,MIN
7110,,11,31,380,12.3,34.5,129,2,54,3,1,56,6,55.4%,1,0,14,45.2%,2014,TB
7111,Pierre Thomas,11,45,378,8.4,34.4,434,1,39,2,0,55,1,81.8%,0,0,19,42.2%,2014,NO
7112,Brian Quick,7,25,375,15.0,53.6,76,3,51,3,0,39,1,64.1%,0,0,19,76.0%,2014,STL
7113,Marshawn Lynch,16,37,367,9.9,22.9,413,4,39,2,0,48,2,77.1%,2,2,16,43.2%,2014,SEA
7114,Luke Willson,15,22,362,16.5,24.1,223,3,80,4,1,40,4,55.0%,0,0,14,63.6%,2014,SEA
7115,Jason Avant,16,34,353,10.4,22.1,156,1,41,1,0,62,2,54.8%,0,0,19,55.9%,2014,
7116,Benny Cunningham,16,45,352,7.8,22.0,334,1,19,0,0,53,0,84.9%,1,1,21,46.7%,2014,STL
7117,John Carlson,16,33,350,10.6,21.9,162,1,32,3,0,55,5,60.0%,0,0,17,51.5%,2014,ARZ
7118,Giovani Bernard,13,43,349,8.1,26.8,362,2,46,2,0,59,3,72.9%,0,0,13,30.2%,2014,CIN
7119,Jace Amaro,14,38,345,9.1,24.6,175,2,43,1,0,53,6,71.7%,1,0,20,52.6%,2014,NYJ
7120,Brent Celek,16,32,340,10.6,21.3,153,1,37,2,1,51,1,62.7%,1,1,16,50.0%,2014,PHI
7121,Victor Cruz,6,23,337,14.7,56.2,189,1,61,5,2,41,6,56.1%,0,0,13,56.5%,2014,NYG
7122,Damaris Johnson,16,31,331,10.7,20.7,184,1,44,3,0,49,4,63.3%,1,0,15,48.4%,2014,HOU
7123,Arian Foster,13,38,327,8.6,25.2,282,5,56,2,0,59,2,64.4%,0,0,15,39.5%,2014,HOU
7124,"Anderson, C",15,34,324,9.5,21.6,293,2,51,1,0,44,4,77.3%,1,0,13,38.2%,2014,DEN
7125,Andrew Quarless,16,29,323,11.1,20.2,167,3,34,2,0,46,2,63.0%,0,0,20,69.0%,2014,GB
7126,Joique Bell,15,34,322,9.5,21.5,340,1,28,2,0,53,4,64.2%,0,0,14,41.2%,2014,DET
7127,Theo Riddick,14,34,316,9.3,22.6,309,4,41,1,0,50,1,68.0%,0,0,14,41.2%,2014,DET
7128,Bobby Rainey,15,33,315,9.6,21.0,288,1,34,2,0,45,3,73.3%,2,2,12,36.4%,2014,TB
7129,Travis Benjamin,16,18,314,17.4,19.6,52,3,43,4,0,46,3,39.1%,0,0,14,77.8%,2014,CLE
7130,Jeremy Ross,16,24,314,13.1,19.6,136,1,59,3,0,35,2,68.6%,1,0,15,62.5%,2014,DET
7131,Matt Asiata,15,44,312,7.1,20.8,349,1,41,2,0,63,6,69.8%,0,0,7,15.9%,2014,MIN
7132,Josh Gordon,5,24,303,12.6,60.6,171,0,32,1,1,47,2,51.1%,0,0,16,66.7%,2014,CLE
7133,Ahmad Bradshaw,10,38,300,7.9,30.0,345,6,22,0,0,47,5,80.9%,0,0,20,52.6%,2014,IND
7134,Travaris Cadet,15,38,296,7.8,19.7,242,1,31,2,0,51,1,74.5%,1,1,15,39.5%,2014,NO
7135,Philly Brown,13,21,296,14.1,22.8,56,2,47,3,0,36,2,58.3%,0,0,12,57.1%,2014,CAR
7136,Brandon Gibson,14,29,295,10.2,21.1,106,1,40,1,0,51,3,56.9%,2,0,15,51.7%,2014,MIA
7137,Brandon Lloyd,14,14,294,21.0,21.0,78,1,80,4,0,35,0,40.0%,0,0,11,78.6%,2014,SF
7138,Jamaal Charles,15,40,291,7.3,19.4,330,5,30,2,0,59,5,67.8%,1,1,15,37.5%,2014,KC
7139,Clay Harbor,13,26,289,11.1,22.2,182,1,59,2,0,35,1,74.3%,0,0,12,46.2%,2014,JAX
7140,Dion Sims,14,24,284,11.8,20.3,117,2,38,2,0,36,1,66.7%,0,0,13,54.2%,2014,MIA
7141,Brice Butler,15,21,280,13.3,18.7,89,2,55,2,0,36,2,58.3%,0,0,14,66.7%,2014,OAK
7142,Lamar Miller,16,38,275,7.2,17.2,247,1,20,0,0,52,7,73.1%,1,1,10,26.3%,2014,MIA
7143,Paul Richardson,15,29,271,9.3,18.1,72,1,32,1,0,44,0,65.9%,0,0,15,51.7%,2014,SEA
7144,Branden Oliver,14,36,271,7.5,19.4,360,1,50,1,0,45,0,80.0%,0,0,11,30.6%,2014,SD
7145,Kamar Aiken,16,24,267,11.1,16.7,63,3,24,0,0,32,1,75.0%,0,0,15,62.5%,2014,BAL
7146,Marcel Reece,15,37,265,7.2,17.7,210,1,19,0,0,59,5,62.7%,0,0,12,32.4%,2014,OAK
7147,Justin Forsett,16,44,263,6.0,16.4,330,0,26,1,0,59,1,74.6%,0,0,10,22.7%,2014,BAL
7148,Kenbrell Thompkins,14,21,262,12.5,18.7,106,0,50,2,0,47,3,44.7%,0,0,13,61.9%,2014,
7149,Albert Wilson,12,16,260,16.3,21.7,125,0,48,2,0,28,1,57.1%,0,0,12,75.0%,2014,KC
7150,Lance Kendricks,16,27,259,9.6,16.2,107,5,23,0,0,38,1,71.1%,0,0,17,63.0%,2014,STL
7151,Tim Wright,16,26,259,10.0,16.2,98,6,30,2,0,33,1,78.8%,0,0,18,69.2%,2014,NE
7152,Chase Ford,11,23,258,11.2,23.5,65,1,22,0,0,35,1,65.7%,0,0,15,65.2%,2014,MIN
7153,Marlon Brown,14,24,255,10.6,18.2,104,0,22,0,0,31,0,77.4%,0,0,16,66.7%,2014,BAL
7154,Derek Hagan,16,19,254,13.4,15.9,42,1,38,3,0,34,3,55.9%,0,0,10,52.6%,2014,TEN
7155,Reggie Bush,11,40,253,6.3,23.0,265,0,28,1,0,56,4,71.4%,0,0,13,32.5%,2014,DET
7156,Eric Ebron,13,25,248,9.9,19.1,129,1,22,0,0,47,4,53.2%,0,0,14,56.0%,2014,DET
7157,Jeff Cumberland,16,23,247,10.7,15.4,100,3,28,2,0,47,0,48.9%,0,0,12,52.2%,2014,NYJ
7158,Vernon Davis,14,26,245,9.4,17.5,57,2,29,1,0,50,5,52.0%,0,0,11,42.3%,2014,SF
7159,Jim Dray,16,17,242,14.2,15.1,112,1,31,3,0,28,1,60.7%,0,0,12,70.6%,2014,CLE
7160,Tavon Austin,15,31,242,7.8,16.1,172,0,28,1,0,44,3,70.5%,0,0,12,38.7%,2014,STL
7161,Levine Toilolo,16,31,238,7.7,14.9,95,2,20,0,0,53,5,58.5%,1,1,15,48.4%,2014,ATL
7162,Kyle Rudolph,9,24,231,9.6,25.7,120,2,23,0,0,34,4,70.6%,1,0,13,54.2%,2014,MIN
7163,Trent Richardson,15,27,229,8.5,15.3,245,0,24,0,0,34,3,79.4%,0,0,9,33.3%,2014,IND
7164,Jaron Brown,16,22,229,10.4,14.3,64,2,26,1,0,32,1,68.8%,1,0,14,63.6%,2014,ARZ
7165,Anthony Fasano,15,25,226,9.0,15.1,95,4,22,0,0,36,1,69.4%,0,0,15,60.0%,2014,KC
7166,Rashad Jennings,11,30,226,7.5,20.5,318,0,27,1,0,41,5,73.2%,1,1,8,26.7%,2014,NYG
7167,Ladarius Green,14,19,226,11.9,16.1,123,0,28,3,0,25,1,76.0%,0,0,12,63.2%,2014,SD
7168,Richard Rodgers,16,20,225,11.3,14.1,55,2,43,2,0,30,1,66.7%,0,0,9,45.0%,2014,GB
7169,Devonta Freeman,16,30,225,7.5,14.1,183,1,36,1,0,37,1,81.1%,0,0,8,26.7%,2014,ATL
7170,Antone Smith,10,13,222,17.1,22.2,234,3,74,3,0,15,0,86.7%,0,0,5,38.5%,2014,ATL
7171,Austin Jenkins,9,21,221,10.5,24.6,42,2,30,2,0,38,2,55.3%,1,1,12,57.1%,2014,TB
7172,Lance Dunbar,16,18,217,12.1,13.6,197,0,40,2,0,22,0,81.8%,0,0,11,61.1%,2014,DAL
7173,Nick Toon,8,17,215,12.7,26.9,49,1,24,0,0,23,1,73.9%,1,1,13,76.5%,2014,NO
7174,Jeremy Hill,16,27,215,8.0,13.4,225,0,38,1,0,32,3,84.4%,1,0,7,25.9%,2014,CIN
7175,Darren McFadden,16,36,212,5.9,13.3,266,0,23,0,0,56,1,64.3%,0,0,8,22.2%,2014,OAK
7176,Corey Fuller,16,14,212,15.1,13.3,37,1,52,1,0,31,0,45.2%,1,1,11,78.6%,2014,DET
7177,Donald Brown,13,29,211,7.3,16.2,304,0,24,0,0,41,4,70.7%,1,0,7,24.1%,2014,SD
7178,Rhett Ellison,16,19,208,11.0,13.0,158,1,40,1,0,26,0,73.1%,0,0,12,63.2%,2014,MIN
7179,Marcedes Lewis,8,18,206,11.4,25.8,145,2,63,2,0,31,2,58.1%,0,0,10,55.6%,2014,JAX
7180,Danny Amendola,16,27,200,7.4,12.5,84,1,21,0,0,42,0,64.3%,0,0,12,44.4%,2014,NE
7181,Lance Moore,14,14,198,14.1,14.1,51,2,29,4,0,26,4,53.8%,0,0,11,78.6%,2014,PIT
7182,Jordan Todman,16,25,198,7.9,12.4,206,1,26,1,0,37,4,67.6%,0,0,6,24.0%,2014,JAX
7183,Dexter McCluster,14,26,197,7.6,14.1,144,1,25,1,0,36,0,72.2%,0,0,10,38.5%,2014,TEN
7184,Garrett Graham,11,18,197,10.9,17.9,67,1,26,1,0,28,1,64.3%,0,0,10,55.6%,2014,HOU
7185,Ricardo Lockette,16,11,195,17.7,12.2,72,2,48,3,0,15,1,73.3%,0,0,5,45.5%,2014,SEA
7186,Brandon Tate,16,17,193,11.4,12.1,75,1,50,1,0,26,1,65.4%,0,0,12,70.6%,2014,CIN
7187,,16,14,190,13.6,11.9,50,0,27,2,0,26,3,53.8%,0,0,9,64.3%,2014,ARZ
7188,Brandon Myers,14,22,190,8.6,13.6,71,0,26,1,0,32,2,68.8%,0,0,8,36.4%,2014,TB
7189,Charles Sims,8,19,190,10.0,23.8,203,0,24,0,0,27,1,70.4%,0,0,6,31.6%,2014,TB
7190,Bruce Miller,16,18,189,10.5,11.8,137,2,22,0,0,25,1,72.0%,0,0,11,61.1%,2014,SF
7191,Daniel Fells,16,16,188,11.8,11.8,91,4,27,1,0,20,0,80.0%,1,1,12,75.0%,2014,NYG
7192,Damien Williams,16,21,187,8.9,11.7,154,1,32,1,0,27,2,77.8%,0,0,13,61.9%,2014,MIA
7193,Toby Gerhart,14,20,186,9.3,13.3,232,0,26,1,0,24,2,83.3%,0,0,10,50.0%,2014,JAX
7194,Robert Turbin,16,16,186,11.6,11.6,167,2,34,2,0,20,0,80.0%,0,0,9,56.3%,2014,SEA
7195,Cooper Helfet,10,12,185,15.4,18.5,70,2,36,2,0,24,1,50.0%,0,0,9,75.0%,2014,SEA
7196,Kyle Juszczyk,16,19,182,9.6,11.4,177,1,33,1,0,27,0,70.4%,2,2,6,31.6%,2014,BAL
7197,Jonathan Stewart,13,25,181,7.2,13.9,219,1,22,0,0,31,1,80.6%,0,0,7,28.0%,2014,CAR
7198,Donnie Avery,6,15,176,11.7,29.3,40,0,27,2,0,26,0,57.7%,1,1,8,53.3%,2014,KC
7199,Bryce Brown,7,16,176,11.0,25.1,184,0,40,1,0,25,1,64.0%,0,0,8,50.0%,2014,BUF
7200,Josh Hill,16,14,176,12.6,11.0,102,5,37,2,0,20,1,70.0%,0,0,9,64.3%,2014,NO
7201,Jacquizz Rodgers,16,29,173,6.0,10.8,189,1,14,0,0,40,2,72.5%,0,0,9,31.0%,2014,ATL
7202,Daniel Herron,16,21,173,8.2,10.8,194,0,26,2,0,26,0,80.8%,1,1,7,33.3%,2014,IND
7203,Greg Salas,10,8,167,20.9,16.7,114,0,51,4,0,23,1,34.8%,0,0,6,75.0%,2014,NYJ
7204,Leon Washington,16,22,159,7.2,9.9,150,2,25,1,0,31,0,71.0%,0,0,8,36.4%,2014,TEN
